caseid,make_get_guns,gender,ideology,trust_in_gov,religion,race
6191,More Difficult,Female,Slightly Conservative,,Few Times A Week,White
2053,More Difficult,Male,Moderate,,Once Daily,Other
4130,More Difficult,Female,Moderate,,Never,White
3833,More Difficult,Female,Liberal,,Several Times Daily,Black
4903,More Difficult,Female,Moderate,Most Of The Time,Once Daily,Hispanic
3751,More Difficult,Male,Slightly Liberal,Most Of The Time,Few Times A Week,White
560,More Difficult,Male,Extremely Conservative,,Several Times Daily,Black
5208,More Difficult,Female,Moderate,Most Of The Time,Several Times Daily,White
5570,More Difficult,Female,Moderate,Never,Once A Week Or Less,Hispanic
5981,More Difficult,Male,Slightly Conservative,,Few Times A Week,White
5494,More Difficult,Female,Slightly Conservative,Half of the Time,Several Times Daily,White
3629,More Difficult,Male,Moderate,,Once Daily,Black
5653,More Difficult,Female,Conservative,Half of the Time,Several Times Daily,Hispanic
6442,More Difficult,Female,Moderate,,Few Times A Week,White
1045,More Difficult,Male,Slightly Conservative,,Once A Week Or Less,White
3795,More Difficult,Female,Slightly Conservative,,Several Times Daily,Hispanic
6222,More Difficult,Male,Slightly Conservative,,Few Times A Week,White
6226,More Difficult,Female,Liberal,,Never,White
5741,More Difficult,Male,Moderate,Most Of The Time,Once A Week Or Less,Black
585,More Difficult,Female,,Some of the Time,Once Daily,Black
6661,More Difficult,Male,Liberal,,Once Daily,White
1796,More Difficult,Female,Slightly Conservative,,Few Times A Week,White
6235,More Difficult,Female,Conservative,,Few Times A Week,White
5235,More Difficult,Male,Moderate,,Once A Week Or Less,Other
3875,More Difficult,Male,Conservative,Some of the Time,Never,White
6239,More Difficult,Female,Liberal,Half of the Time,Few Times A Week,White
4813,More Difficult,Female,Moderate,,Once Daily,Black
3245,More Difficult,Female,Liberal,,Never,Other
4617,More Difficult,Male,Moderate,,Once A Week Or Less,White
4174,More Difficult,Male,Moderate,,Several Times Daily,Hispanic
6252,More Difficult,Female,Moderate,Some of the Time,Once Daily,Hispanic
6253,More Difficult,Female,Slightly Liberal,Some of the Time,Several Times Daily,Other
608,More Difficult,Female,,Some of the Time,Several Times Daily,Black
853,More Difficult,Female,Moderate,,Several Times Daily,Hispanic
6256,More Difficult,Female,Moderate,,Several Times Daily,Black
223,More Difficult,Female,,,Never,White
1641,More Difficult,Male,,,Few Times A Week,Hispanic
6260,More Difficult,Male,Conservative,Most Of The Time,Never,Hispanic
1159,More Difficult,Female,Liberal,Some of the Time,Once A Week Or Less,White
6265,More Difficult,Male,Liberal,Half of the Time,Never,White
4534,More Difficult,Male,Slightly Liberal,,Several Times Daily,White
4062,More Difficult,Male,Slightly Conservative,,Never,White
938,More Difficult,Female,Conservative,,Once Daily,White
3170,More Difficult,Male,Moderate,Some of the Time,Never,White
6298,More Difficult,Female,Slightly Liberal,,Once A Week Or Less,White
1743,More Difficult,Male,Slightly Liberal,Half of the Time,Few Times A Week,Black
6275,More Difficult,Male,Moderate,,Never,White
1979,More Difficult,Female,Extremely Liberal,Most Of The Time,Never,White
6208,More Difficult,Female,Moderate,,Once A Week Or Less,White
6556,More Difficult,Female,Conservative,Some of the Time,Few Times A Week,Other
6280,More Difficult,Female,Moderate,Half of the Time,Several Times Daily,White
962,More Difficult,Female,Extremely Liberal,,Several Times Daily,Black
6284,More Difficult,Female,Liberal,,Once A Week Or Less,White
1231,More Difficult,Female,,Some of the Time,Several Times Daily,Black
810,More Difficult,Female,,Most Of The Time,Several Times Daily,Hispanic
1235,More Difficult,Female,Slightly Conservative,Some of the Time,Several Times Daily,Black
5020,More Difficult,Male,Moderate,Some of the Time,Once A Week Or Less,Hispanic
6452,More Difficult,Female,Liberal,Some of the Time,Once A Week Or Less,White
4508,More Difficult,Female,Moderate,,Few Times A Week,White
907,More Difficult,Male,Extremely Liberal,,Few Times A Week,Hispanic
456,More Difficult,Female,Moderate,Some of the Time,Several Times Daily,Hispanic
6303,More Difficult,Female,Slightly Liberal,Some of the Time,Several Times Daily,White
657,More Difficult,Female,Extremely Liberal,Most Of The Time,Several Times Daily,Black
4017,More Difficult,Female,Slightly Liberal,,Several Times Daily,Other
6161,More Difficult,Female,Moderate,Some of the Time,Once Daily,White
3477,More Difficult,Female,Moderate,Some of the Time,Few Times A Week,Black
3195,More Difficult,Female,Slightly Liberal,Never,Once Daily,Other
5768,More Difficult,Female,Slightly Liberal,,Once Daily,White
3662,More Difficult,Female,Moderate,Some of the Time,Once Daily,White
342,More Difficult,Female,,,Several Times Daily,White
6320,More Difficult,Female,Moderate,,Once A Week Or Less,White
6323,More Difficult,Female,Slightly Liberal,,Once A Week Or Less,White
6327,More Difficult,Female,Liberal,Some of the Time,,White
4552,More Difficult,Female,Slightly Liberal,Most Of The Time,Never,Hispanic
5744,More Difficult,Female,Extremely Conservative,,Several Times Daily,White
928,More Difficult,Male,Slightly Liberal,,Never,Other
5218,More Difficult,Male,Moderate,Some of the Time,Never,Other
4665,More Difficult,Female,Moderate,Some of the Time,Once A Week Or Less,Black
1072,More Difficult,Female,Liberal,Half of the Time,Several Times Daily,Black
6351,More Difficult,Male,Moderate,,Never,White
6352,More Difficult,Female,Liberal,,Few Times A Week,White
804,More Difficult,Male,,,Several Times Daily,Hispanic
6486,More Difficult,Male,Moderate,Never,Once Daily,White
6108,More Difficult,Female,Liberal,,Once Daily,Black
5347,More Difficult,Male,Liberal,Some of the Time,Once Daily,White
5460,More Difficult,Male,Moderate,,Never,White
3396,More Difficult,Male,Moderate,,Never,White
5373,More Difficult,Female,Conservative,Some of the Time,Once Daily,White
811,More Difficult,Female,Slightly Liberal,,Several Times Daily,Hispanic
5738,More Difficult,Female,Slightly Liberal,,Never,White
6379,More Difficult,Male,Moderate,Some of the Time,Few Times A Week,White
782,More Difficult,Female,Moderate,Never,Once A Week Or Less,Hispanic
3561,More Difficult,Female,Slightly Liberal,,Once A Week Or Less,White
6522,More Difficult,Female,Moderate,,Few Times A Week,White
4186,More Difficult,Female,Moderate,Some of the Time,Once A Week Or Less,White
3713,More Difficult,Male,Slightly Conservative,Some of the Time,Once Daily,White
1165,More Difficult,Female,Conservative,,Several Times Daily,White
981,More Difficult,Male,Extremely Liberal,Some of the Time,Several Times Daily,Black
4184,More Difficult,Male,Moderate,,Never,White
3688,More Difficult,Male,Moderate,,Never,White
1757,More Difficult,Female,,Most Of The Time,Several Times Daily,Black
4947,More Difficult,Female,Moderate,,Once Daily,Hispanic
4636,More Difficult,Female,Slightly Liberal,Half of the Time,Once Daily,White
773,More Difficult,Male,Moderate,Half of the Time,Once Daily,Hispanic
3923,More Difficult,Female,Liberal,Most Of The Time,Several Times Daily,Black
1666,More Difficult,Female,Liberal,Most Of The Time,Several Times Daily,Other
113,More Difficult,Female,Slightly Liberal,Half of the Time,Once Daily,Black
5552,More Difficult,Female,Moderate,Half of the Time,Few Times A Week,White
3870,More Difficult,Female,Liberal,Some of the Time,Never,White
3698,More Difficult,Male,Slightly Liberal,,Never,White
6422,More Difficult,Female,Liberal,Half of the Time,Few Times A Week,White
6423,More Difficult,Female,Liberal,Some of the Time,Once A Week Or Less,White
6424,More Difficult,Female,Slightly Conservative,Some of the Time,Few Times A Week,Hispanic
4123,More Difficult,Male,Extremely Liberal,,Few Times A Week,White
5423,More Difficult,Female,Moderate,,Once Daily,White
3989,More Difficult,Female,Slightly Conservative,Some of the Time,Several Times Daily,Hispanic
4028,More Difficult,Female,Moderate,Half of the Time,Once A Week Or Less,Hispanic
6463,More Difficult,Male,Moderate,,Never,White
3062,More Difficult,Female,Liberal,Most Of The Time,Never,White
1465,More Difficult,Male,,Some of the Time,Once A Week Or Less,Hispanic
4590,More Difficult,Female,Slightly Conservative,,Once A Week Or Less,White
4198,More Difficult,Female,Liberal,,Several Times Daily,White
749,More Difficult,Female,Moderate,Half of the Time,Few Times A Week,Hispanic
832,More Difficult,Female,,,Few Times A Week,Black
4854,More Difficult,Female,Liberal,Some of the Time,Never,White
6044,More Difficult,Female,Slightly Conservative,Most Of The Time,Several Times Daily,White
1320,More Difficult,Female,,,Several Times Daily,Black
6449,More Difficult,Male,Moderate,Some of the Time,Once Daily,White
6451,More Difficult,Female,Liberal,,Several Times Daily,White
6798,More Difficult,Female,Moderate,Some of the Time,Several Times Daily,Other
6815,More Difficult,Female,Slightly Liberal,,Never,White
4453,More Difficult,Male,Extremely Liberal,Some of the Time,Several Times Daily,Hispanic
135,More Difficult,Female,Moderate,Half of the Time,Once Daily,White
1260,More Difficult,Female,Liberal,Some of the Time,Once A Week Or Less,White
1111,More Difficult,Female,Moderate,Half of the Time,Once A Week Or Less,White
6469,More Difficult,Female,Moderate,Some of the Time,Several Times Daily,Hispanic
4345,More Difficult,Male,Liberal,,Once A Week Or Less,Hispanic
1160,More Difficult,Male,Moderate,,Once A Week Or Less,Black
1383,More Difficult,Female,Liberal,Some of the Time,Few Times A Week,Hispanic
6342,More Difficult,Female,Conservative,,Several Times Daily,Hispanic
1447,More Difficult,Male,Slightly Conservative,Some of the Time,Several Times Daily,Hispanic
4773,More Difficult,Male,Slightly Conservative,Some of the Time,Once Daily,White
6482,More Difficult,Female,Moderate,Never,Few Times A Week,White
70,More Difficult,Female,Conservative,,Once A Week Or Less,Other
823,More Difficult,Female,Extremely Liberal,,Several Times Daily,Black
6199,More Difficult,Male,Slightly Conservative,Some of the Time,Few Times A Week,White
6487,More Difficult,Male,Liberal,,Few Times A Week,Black
3440,More Difficult,Male,Slightly Conservative,Some of the Time,Few Times A Week,Hispanic
3936,More Difficult,Female,Liberal,Most Of The Time,Once Daily,White
108,More Difficult,Male,Moderate,,Several Times Daily,Black
6615,More Difficult,Male,Moderate,,Never,White
1738,More Difficult,Female,Slightly Liberal,,Never,Other
3537,More Difficult,Male,Slightly Conservative,Never,Never,White
5252,More Difficult,Female,Liberal,,Once A Week Or Less,White
1873,More Difficult,Female,,Half of the Time,Once Daily,Black
6505,More Difficult,Female,Slightly Liberal,,Once A Week Or Less,White
744,More Difficult,Female,Slightly Liberal,,Once Daily,Hispanic
1776,More Difficult,Male,Moderate,,Never,White
3520,More Difficult,Female,Conservative,Some of the Time,Few Times A Week,White
5094,More Difficult,Male,Liberal,,Few Times A Week,White
5982,More Difficult,Female,Liberal,,Once Daily,Black
6517,More Difficult,Female,Moderate,Some of the Time,Few Times A Week,White
1665,More Difficult,Female,,Some of the Time,Several Times Daily,Black
4354,More Difficult,Female,Conservative,Most Of The Time,Several Times Daily,White
2025,More Difficult,Male,Slightly Conservative,,Once Daily,Black
6403,More Difficult,Female,Moderate,,Never,White
1203,More Difficult,Female,,,Several Times Daily,Black
6523,More Difficult,Male,Slightly Liberal,,Few Times A Week,White
1974,More Difficult,Male,Liberal,Some of the Time,Once A Week Or Less,Black
4424,More Difficult,Male,Slightly Conservative,Half of the Time,Several Times Daily,Other
3017,More Difficult,Female,Moderate,Some of the Time,Never,White
1209,More Difficult,Female,Liberal,Half of the Time,Several Times Daily,Black
170,More Difficult,Male,,Some of the Time,Never,Other
6143,More Difficult,Female,Liberal,,Several Times Daily,Hispanic
1293,More Difficult,Female,Moderate,Some of the Time,Never,White
6776,More Difficult,Male,Slightly Conservative,,Once A Week Or Less,Hispanic
6127,More Difficult,Male,Slightly Liberal,Some of the Time,Once A Week Or Less,White
805,More Difficult,Female,,Half of the Time,Once Daily,Hispanic
1469,More Difficult,Female,Moderate,Half of the Time,Once Daily,Hispanic
3610,More Difficult,Male,Liberal,Half of the Time,Never,White
6557,More Difficult,Female,Liberal,Some of the Time,Once A Week Or Less,White
6038,More Difficult,Female,Conservative,Some of the Time,Several Times Daily,White
1446,More Difficult,Male,Conservative,Most Of The Time,Several Times Daily,Hispanic
4268,More Difficult,Male,Moderate,,Never,Hispanic
6569,More Difficult,Female,Slightly Liberal,,Once A Week Or Less,White
3539,More Difficult,Female,Moderate,,Few Times A Week,White
4894,More Difficult,Female,Moderate,Half of the Time,Few Times A Week,Hispanic
3078,More Difficult,Male,Liberal,Some of the Time,Once A Week Or Less,Hispanic
3950,More Difficult,Female,Moderate,Half of the Time,Several Times Daily,White
3279,More Difficult,Female,Liberal,,Once A Week Or Less,Hispanic
4932,More Difficult,Female,Liberal,,Never,White
5905,More Difficult,Male,Moderate,Some of the Time,Once A Week Or Less,Black
982,More Difficult,Female,,Most Of The Time,Several Times Daily,Black
6857,More Difficult,Female,Moderate,Some of the Time,Once Daily,Black
1598,More Difficult,Male,Moderate,,Once Daily,Black
4774,More Difficult,Male,Moderate,,Never,White
5079,More Difficult,Female,Moderate,,Several Times Daily,Black
163,More Difficult,Male,Moderate,,Few Times A Week,White
6600,More Difficult,Female,Moderate,Most Of The Time,Several Times Daily,Hispanic
4476,More Difficult,Female,Moderate,,Several Times Daily,Black
6603,More Difficult,Male,Moderate,,Once Daily,White
3612,More Difficult,Female,Liberal,Some of the Time,Several Times Daily,White
492,More Difficult,Female,Conservative,,Once A Week Or Less,Hispanic
382,More Difficult,Female,Liberal,Some of the Time,Once A Week Or Less,White
1516,More Difficult,Female,Moderate,,Few Times A Week,White
9,More Difficult,Female,Moderate,Some of the Time,Several Times Daily,Black
3522,More Difficult,Male,Moderate,,Few Times A Week,Other
1001,More Difficult,Female,Slightly Liberal,Half of the Time,Several Times Daily,Black
5934,More Difficult,Male,Moderate,Some of the Time,Once A Week Or Less,White
1551,More Difficult,Female,Conservative,Some of the Time,Once Daily,Black
6542,More Difficult,Male,Moderate,Never,Once A Week Or Less,Black
